user_id,name_x,time,rating,text,pics,resp,gmap_id,name_y,address,description,latitude,longitude,category,avg_rating,num_of_reviews,price,hours,MISC,state,relative_results,url,Arrival & First Impressions,Arrival & First Impressions_Sentiment,Waiting Time,Waiting Time_Sentiment,Ambience & Atmosphere,Ambience & Atmosphere_Sentiment,Service Interaction,Service Interaction_Sentiment,Menu Presentation & Ordering,Menu Presentation & Ordering_Sentiment,Food & Drink Arrival Time,Food & Drink Arrival Time_Sentiment,Food Quality & Presentation,Food Quality & Presentation_Sentiment,Handling of Dietary Requirements,Handling of Dietary Requirements_Sentiment,Toilet Cleanliness & Maintenance,Toilet Cleanliness & Maintenance_Sentiment,Billing & Payment Process,Billing & Payment Process_Sentiment,Issue Resolution & Complaint Handling,Issue Resolution & Complaint Handling_Sentiment,Word-of-Mouth & Recommendations,Word-of-Mouth & Recommendations_Sentiment
109056762055685994181,Elliott C Younger,1557020886141,5.0,"Great Food, service in timely fashion and the people are really friendly!",,,0x52c8c966d72c4cab:0x7781486659278013,Mezzaluna,"Mezzaluna, 309 Roberts St N, Fargo, ND 58102",Elevated American fare made from locally sourced ingredients alongside craft cocktails in hip digs.,46.8794444,-96.7888889,"['Restaurant', 'Bar']",4.8,568,$$$,"[['Saturday', '5–10PM'], ['Sunday', 'Closed'], ['Monday', 'Closed'], ['Tuesday', '5–10PM'], ['Wednesday', '5–10PM'], ['Thursday', '5–10PM'], ['Friday', '5–10PM']]","{'Service options': ['Curbside pickup', 'Takeout', 'Dine-in', 'Delivery'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Great beer selection', 'Great cocktails', 'Great coffee', 'Great dessert', 'Great wine list'], 'Popular for': ['Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food', 'Hard liquor', 'Healthy options', 'Late-night food', 'Small plates', 'Vegetarian options', 'Wine'], 'Dining options': ['Dinner', 'Dessert'], 'Amenities': ['Bar onsite', 'High chairs', 'Restroom', 'Wi-Fi'], 'Atmosphere': ['Cozy', 'Romantic', 'Upscale'], 'Crowd': ['Groups', 'Tourists'], 'Planning': ['Dinner reservations recommended', 'Accepts reservations']}",Closed ⋅ Opens 5PM,"['0x52c8c966e05c78bd:0xd848c0eeb5d4995', '0x52c8c9672446eb9f:0x132d95bf9ded4d37', '0x4107665ca06ef7ff:0x49ac14250fef5491']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x52c8c966d72c4cab:0x7781486659278013?authuser=-1&hl=en&gl=us,1,3,1,3,0,0,1,3,0,0,1,3,1,3,0,0,0,0,0,0,0,0,0,0
105050093562894115049,Jared Smith,1598390905887,4.0,Some of the best spicy food in Grand Forks,,,0x52c680ca5f0013f9:0x5940d092e5ebda66,Parrot's Cay Tavern & Grill,"Parrot's Cay Tavern & Grill, 1149 36th Ave S, Grand Forks, ND 58201","Buzzy, Cajun-style grill with a convivial vibe offering lots of beers & spiced-to-order wings.",47.8854435,-97.0427032,"['Bar & grill', 'Bar', 'Restaurant']",4.7,724,$,"[['Saturday', '3PM–2AM'], ['Sunday', 'Closed'], ['Monday', '3PM–1AM'], ['Tuesday', '3PM–1AM'], ['Wednesday', '3PM–1AM'], ['Thursday', '3PM–1AM'], ['Friday', '3PM–2AM']]","{'Service options': ['Curbside pickup', 'Takeout', 'Dine-in', 'Delivery'], 'Health & safety': ['Staff required to disinfect surfaces between visits'], 'Highlights': ['Bar games', 'Fast service', 'Great bar food', 'Great cocktails', 'Sports'], 'Popular for': ['Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Offerings': ['Beer', 'Comfort food', 'Food', 'Food at bar', 'Happy hour food', 'Late-night food', 'Small plates', 'Wine'], 'Amenities': ['Restroom'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['College students', 'Groups', 'Tourists'], 'Planning': ['Usually a wait'], 'Payments': ['Debit cards', 'NFC mobile payments', 'Credit cards']}",Closed ⋅ Opens 3PM,"['0x52c686bf5ab07957:0x6667b20678083dab', '0x52c686be139e2909:0x9dc27359a3213977', '0x52c686b8c324579d:0xda8b8206736167a5', '0x52c686b8cc11c777:0x947fd3fecfc5c291', '0x52c680e91e50ee0f:0x60558c2f5b188e91']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x52c680ca5f0013f9:0x5940d092e5ebda66?authuser=-1&hl=en&gl=us,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
116206210218661501601,Tyler Manske,1580218114952,5.0,"If college is in session, you're probably going to be waiting for a seat on Wednesdays and Thursdays, but it is 100% worth it. The Shark sauce is one of the most unique and delicious sauces I've ever had on wings. I've been coming here for years and I'll be back again for the Shark 12's.",,,0x52c680ca5f0013f9:0x5940d092e5ebda66,Parrot's Cay Tavern & Grill,"Parrot's Cay Tavern & Grill, 1149 36th Ave S, Grand Forks, ND 58201","Buzzy, Cajun-style grill with a convivial vibe offering lots of beers & spiced-to-order wings.",47.8854435,-97.0427032,"['Bar & grill', 'Bar', 'Restaurant']",4.7,724,$,"[['Saturday', '3PM–2AM'], ['Sunday', 'Closed'], ['Monday', '3PM–1AM'], ['Tuesday', '3PM–1AM'], ['Wednesday', '3PM–1AM'], ['Thursday', '3PM–1AM'], ['Friday', '3PM–2AM']]","{'Service options': ['Curbside pickup', 'Takeout', 'Dine-in', 'Delivery'], 'Health & safety': ['Staff required to disinfect surfaces between visits'], 'Highlights': ['Bar games', 'Fast service', 'Great bar food', 'Great cocktails', 'Sports'], 'Popular for': ['Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Offerings': ['Beer', 'Comfort food', 'Food', 'Food at bar', 'Happy hour food', 'Late-night food', 'Small plates', 'Wine'], 'Amenities': ['Restroom'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['College students', 'Groups', 'Tourists'], 'Planning': ['Usually a wait'], 'Payments': ['Debit cards', 'NFC mobile payments', 'Credit cards']}",Closed ⋅ Opens 3PM,"['0x52c686bf5ab07957:0x6667b20678083dab', '0x52c686be139e2909:0x9dc27359a3213977', '0x52c686b8c324579d:0xda8b8206736167a5', '0x52c686b8cc11c777:0x947fd3fecfc5c291', '0x52c680e91e50ee0f:0x60558c2f5b188e91']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x52c680ca5f0013f9:0x5940d092e5ebda66?authuser=-1&hl=en&gl=us,1,3,1,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,3
114779570073433584244,Katie Hann,1527115646219,5.0,Great wings with cold beer. Can't go wrong!,[{'url': ['https://lh5.googleusercontent.com/p/AF1QipOSV-Ka3gbUfX1czkDL0AR-ePhuJoC66Vd06Iq9=w150-h150-k-no-p']}],,0x52c680ca5f0013f9:0x5940d092e5ebda66,Parrot's Cay Tavern & Grill,"Parrot's Cay Tavern & Grill, 1149 36th Ave S, Grand Forks, ND 58201","Buzzy, Cajun-style grill with a convivial vibe offering lots of beers & spiced-to-order wings.",47.8854435,-97.0427032,"['Bar & grill', 'Bar', 'Restaurant']",4.7,724,$,"[['Saturday', '3PM–2AM'], ['Sunday', 'Closed'], ['Monday', '3PM–1AM'], ['Tuesday', '3PM–1AM'], ['Wednesday', '3PM–1AM'], ['Thursday', '3PM–1AM'], ['Friday', '3PM–2AM']]","{'Service options': ['Curbside pickup', 'Takeout', 'Dine-in', 'Delivery'], 'Health & safety': ['Staff required to disinfect surfaces between visits'], 'Highlights': ['Bar games', 'Fast service', 'Great bar food', 'Great cocktails', 'Sports'], 'Popular for': ['Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Offerings': ['Beer', 'Comfort food', 'Food', 'Food at bar', 'Happy hour food', 'Late-night food', 'Small plates', 'Wine'], 'Amenities': ['Restroom'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['College students', 'Groups', 'Tourists'], 'Planning': ['Usually a wait'], 'Payments': ['Debit cards', 'NFC mobile payments', 'Credit cards']}",Closed ⋅ Opens 3PM,"['0x52c686bf5ab07957:0x6667b20678083dab', '0x52c686be139e2909:0x9dc27359a3213977', '0x52c686b8c324579d:0xda8b8206736167a5', '0x52c686b8cc11c777:0x947fd3fecfc5c291', '0x52c680e91e50ee0f:0x60558c2f5b188e91']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x52c680ca5f0013f9:0x5940d092e5ebda66?authuser=-1&hl=en&gl=us,1,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,3
118240243230250287690,Cynthia Gray,1465301115049,5.0,"A new restaurant in Downtown Minot, ND. Great atmosphere and I really liked the food. The service w as s good too.",,,0x52df2a1bbfbef843:0x9dc457e28736f954,The Starving Rooster,"The Starving Rooster, 30 1st St NE, Minot, ND 58701",Wood-fired pizza & panini served with beer & cocktails in a brick-walled space with reclaimed wood.,48.2375174,-101.2913369,"['Pizza restaurant', 'American restaurant', 'Cocktail bar', 'Restaurant']",4.5,893,$$,"[['Thursday', '11AM–9PM'], ['Friday', '11AM–10PM'], ['Saturday', '11AM–10PM'], ['Sunday', '11AM–8PM'], ['Monday', '11AM–9PM'], ['Tuesday', '11AM–9PM'], ['Wednesday', '11AM–9PM']]","{'Service options': ['Curbside pickup', 'Takeout', 'Dine-in', 'Delivery'], 'Health & safety': ['Staff required to disinfect surfaces between visits'], 'Highlights': ['Fast service', 'Sports'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food', 'Happy hour drinks', 'Happy hour food', 'Healthy options', ""Kids' menu"", 'Late-night food', 'Quick bite', 'Small plates', 'Vegetarian options', 'Wine'], 'Dining options': ['Dessert'], 'Amenities': ['Good for kids', 'High chairs', 'Restroom'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['College students', 'Groups', 'Tourists'], 'Planning': ['Accepts reservations']}",Closed ⋅ Opens 11AM,"['0x52df2a2ea0783971:0xb5896d453936b9a8', '0x52df2a1924461f87:0x8cbfc034a5f1b489', '0x52df29f60a057e37:0x2f590dec3b83d433', '0x52df2a178a8a2227:0xba84c8028d401b24', '0x52df2a18462c24fd:0xccf4e52de4bb995d']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x52df2a1bbfbef843:0x9dc457e28736f954?authuser=-1&hl=en&gl=us,1,3,0,0,1,3,1,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
102650382839894937559,chuck weingarten,1596953150468,5.0,Best service and Restaurant in Fargo. They go above and beyond in all aspects of the Restaurant business. Dined many times and never had a negative experience in any aspect.,,,0x52c8c966d72c4cab:0x7781486659278013,Mezzaluna,"Mezzaluna, 309 Roberts St N, Fargo, ND 58102",Elevated American fare made from locally sourced ingredients alongside craft cocktails in hip digs.,46.8794444,-96.7888889,"['Restaurant', 'Bar']",4.8,568,$$$,"[['Saturday', '5–10PM'], ['Sunday', 'Closed'], ['Monday', 'Closed'], ['Tuesday', '5–10PM'], ['Wednesday', '5–10PM'], ['Thursday', '5–10PM'], ['Friday', '5–10PM']]","{'Service options': ['Curbside pickup', 'Takeout', 'Dine-in', 'Delivery'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Great beer selection', 'Great cocktails', 'Great coffee', 'Great dessert', 'Great wine list'], 'Popular for': ['Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food', 'Hard liquor', 'Healthy options', 'Late-night food', 'Small plates', 'Vegetarian options', 'Wine'], 'Dining options': ['Dinner', 'Dessert'], 'Amenities': ['Bar onsite', 'High chairs', 'Restroom', 'Wi-Fi'], 'Atmosphere': ['Cozy', 'Romantic', 'Upscale'], 'Crowd': ['Groups', 'Tourists'], 'Planning': ['Dinner reservations recommended', 'Accepts reservations']}",Closed ⋅ Opens 5PM,"['0x52c8c966e05c78bd:0xd848c0eeb5d4995', '0x52c8c9672446eb9f:0x132d95bf9ded4d37', '0x4107665ca06ef7ff:0x49ac14250fef5491']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x52c8c966d72c4cab:0x7781486659278013?authuser=-1&hl=en&gl=us,1,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
110692841404530753797,Scott Masonsinandand,1613779752869,5.0,Awesome food great service,,,0x52df2a1bbfbef843:0x9dc457e28736f954,The Starving Rooster,"The Starving Rooster, 30 1st St NE, Minot, ND 58701",Wood-fired pizza & panini served with beer & cocktails in a brick-walled space with reclaimed wood.,48.2375174,-101.2913369,"['Pizza restaurant', 'American restaurant', 'Cocktail bar', 'Restaurant']",4.5,893,$$,"[['Thursday', '11AM–9PM'], ['Friday', '11AM–10PM'], ['Saturday', '11AM–10PM'], ['Sunday', '11AM–8PM'], ['Monday', '11AM–9PM'], ['Tuesday', '11AM–9PM'], ['Wednesday', '11AM–9PM']]","{'Service options': ['Curbside pickup', 'Takeout', 'Dine-in', 'Delivery'], 'Health & safety': ['Staff required to disinfect surfaces between visits'], 'Highlights': ['Fast service', 'Sports'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food', 'Happy hour drinks', 'Happy hour food', 'Healthy options', ""Kids' menu"", 'Late-night food', 'Quick bite', 'Small plates', 'Vegetarian options', 'Wine'], 'Dining options': ['Dessert'], 'Amenities': ['Good for kids', 'High chairs', 'Restroom'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['College students', 'Groups', 'Tourists'], 'Planning': ['Accepts reservations']}",Closed ⋅ Opens 11AM,"['0x52df2a2ea0783971:0xb5896d453936b9a8', '0x52df2a1924461f87:0x8cbfc034a5f1b489', '0x52df29f60a057e37:0x2f590dec3b83d433', '0x52df2a178a8a2227:0xba84c8028d401b24', '0x52df2a18462c24fd:0xccf4e52de4bb995d']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x52df2a1bbfbef843:0x9dc457e28736f954?authuser=-1&hl=en&gl=us,1,3,0,0,0,0,1,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
106483060278776940787,Amber Campbell,1553509995440,5.0,Amazing breakfast pizza and delicious bottomless mimosas!!,,"{'time': 1553526902407, 'text': 'Thanks Amber!!'}",0x52df2a1bbfbef843:0x9dc457e28736f954,The Starving Rooster,"The Starving Rooster, 30 1st St NE, Minot, ND 58701",Wood-fired pizza & panini served with beer & cocktails in a brick-walled space with reclaimed wood.,48.2375174,-101.2913369,"['Pizza restaurant', 'American restaurant', 'Cocktail bar', 'Restaurant']",4.5,893,$$,"[['Thursday', '11AM–9PM'], ['Friday', '11AM–10PM'], ['Saturday', '11AM–10PM'], ['Sunday', '11AM–8PM'], ['Monday', '11AM–9PM'], ['Tuesday', '11AM–9PM'], ['Wednesday', '11AM–9PM']]","{'Service options': ['Curbside pickup', 'Takeout', 'Dine-in', 'Delivery'], 'Health & safety': ['Staff required to disinfect surfaces between visits'], 'Highlights': ['Fast service', 'Sports'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food', 'Happy hour drinks', 'Happy hour food', 'Healthy options', ""Kids' menu"", 'Late-night food', 'Quick bite', 'Small plates', 'Vegetarian options', 'Wine'], 'Dining options': ['Dessert'], 'Amenities': ['Good for kids', 'High chairs', 'Restroom'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['College students', 'Groups', 'Tourists'], 'Planning': ['Accepts reservations']}",Closed ⋅ Opens 11AM,"['0x52df2a2ea0783971:0xb5896d453936b9a8', '0x52df2a1924461f87:0x8cbfc034a5f1b489', '0x52df29f60a057e37:0x2f590dec3b83d433', '0x52df2a178a8a2227:0xba84c8028d401b24', '0x52df2a18462c24fd:0xccf4e52de4bb995d']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x52df2a1bbfbef843:0x9dc457e28736f954?authuser=-1&hl=en&gl=us,1,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
102715712625848866252,Jackson Smith,1484318011884,5.0,Great food. Great drinks. Great vibe.,,,0x52df2a1bbfbef843:0x9dc457e28736f954,The Starving Rooster,"The Starving Rooster, 30 1st St NE, Minot, ND 58701",Wood-fired pizza & panini served with beer & cocktails in a brick-walled space with reclaimed wood.,48.2375174,-101.2913369,"['Pizza restaurant', 'American restaurant', 'Cocktail bar', 'Restaurant']",4.5,893,$$,"[['Thursday', '11AM–9PM'], ['Friday', '11AM–10PM'], ['Saturday', '11AM–10PM'], ['Sunday', '11AM–8PM'], ['Monday', '11AM–9PM'], ['Tuesday', '11AM–9PM'], ['Wednesday', '11AM–9PM']]","{'Service options': ['Curbside pickup', 'Takeout', 'Dine-in', 'Delivery'], 'Health & safety': ['Staff required to disinfect surfaces between visits'], 'Highlights': ['Fast service', 'Sports'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food', 'Happy hour drinks', 'Happy hour food', 'Healthy options', ""Kids' menu"", 'Late-night food', 'Quick bite', 'Small plates', 'Vegetarian options', 'Wine'], 'Dining options': ['Dessert'], 'Amenities': ['Good for kids', 'High chairs', 'Restroom'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['College students', 'Groups', 'Tourists'], 'Planning': ['Accepts reservations']}",Closed ⋅ Opens 11AM,"['0x52df2a2ea0783971:0xb5896d453936b9a8', '0x52df2a1924461f87:0x8cbfc034a5f1b489', '0x52df29f60a057e37:0x2f590dec3b83d433', '0x52df2a178a8a2227:0xba84c8028d401b24', '0x52df2a18462c24fd:0xccf4e52de4bb995d']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x52df2a1bbfbef843:0x9dc457e28736f954?authuser=-1&hl=en&gl=us,1,3,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
